index,time,accX,accY,accZ,gyroX,gyroY,gyroZ
410,10.948,-0.038,0.02,1.081,4.883,2.258,3.29
411,10.959,-0.057,0.029,1.079,4.456,3.113,2.99
412,10.97,-0.046,0.0,1.089,4.211,2.747,3.66
413,10.981,-0.058,0.012,1.084,4.272,2.502,3.6
414,10.992,-0.042,0.02,1.088,4.211,2.502,3.17
415,11.003,-0.055,0.025,1.071,4.272,2.136,3.35
416,11.014,-0.04,0.027,1.08,3.662,2.563,3.29
417,11.025,-0.03,0.019,1.068,3.845,2.502,3.17
418,11.036,-0.055,0.017,1.08,4.028,2.38,3.35
419,11.047,-0.046,0.025,1.075,4.456,2.869,3.47
420,11.058,-0.049,0.022,1.081,4.578,2.686,3.23
421,11.069,-0.038,0.014,1.08,4.456,2.991,3.17
422,11.08,-0.055,0.015,1.092,4.089,2.747,3.05
423,11.091,-0.045,0.021,1.072,4.211,2.502,3.29
424,11.102,-0.038,0.023,1.086,4.639,2.991,3.66
425,11.113,-0.039,0.027,1.07,4.7,2.197,3.35
426,11.124,-0.046,0.028,1.066,4.211,2.808,3.41
427,11.135,-0.046,0.024,1.063,4.15,2.563,3.66
428,11.146,-0.036,0.006,1.079,4.272,2.502,3.47
429,11.157,-0.055,0.035,1.066,3.784,2.625,3.54
430,11.168,-0.046,0.018,1.094,3.54,2.625,3.11
431,11.179,-0.047,0.018,1.069,3.662,2.258,2.86
432,11.19,-0.042,0.024,1.094,4.272,2.747,3.29
433,11.201,-0.045,0.021,1.086,4.578,2.441,2.86
434,11.212,-0.028,0.023,1.083,4.028,2.686,3.47
435,11.223,-0.049,0.011,1.08,4.456,2.808,3.47
436,11.234,-0.047,0.027,1.072,4.395,2.93,3.23
437,11.245,-0.051,0.02,1.068,4.089,2.38,3.6
438,11.256,-0.056,0.038,1.078,4.333,2.686,3.66
439,11.267,-0.05,0.018,1.093,3.906,2.93,3.41
440,11.278,-0.043,0.018,1.062,5.066,2.319,3.29
441,11.289,-0.053,0.027,1.08,3.906,2.625,3.6
442,11.3,-0.045,0.023,1.053,4.333,2.869,3.84
443,11.311,-0.042,0.024,1.06,4.333,3.113,3.66
444,11.322,-0.037,0.021,1.059,3.906,2.747,3.66
445,11.333,-0.03,0.017,1.083,3.967,2.686,3.6
446,11.344,-0.055,0.027,1.062,4.333,2.563,3.17
447,11.355,-0.034,0.016,1.076,4.639,3.235,3.41
448,11.366,-0.038,0.014,1.072,4.395,2.686,3.35
449,11.377,-0.056,0.007,1.09,3.784,2.808,3.41
450,11.388,-0.037,0.018,1.076,4.15,2.625,3.17
451,11.399,-0.032,0.007,1.088,3.906,2.686,2.86
452,11.41,-0.041,0.022,1.085,4.395,2.625,3.54
453,11.421,-0.044,0.028,1.062,3.784,2.441,3.35
454,11.432,-0.033,0.025,1.059,4.089,2.441,3.47
455,11.443,-0.032,0.022,1.096,3.967,2.38,3.29
456,11.454,-0.033,0.01,1.067,3.845,2.747,3.72
457,11.465,-0.049,0.025,1.047,3.967,2.747,3.84
458,11.476,-0.034,0.021,1.1,4.517,2.502,3.23
459,11.487,-0.043,0.017,1.087,4.272,2.808,3.41
460,11.498,-0.053,0.012,1.08,3.723,2.625,3.47
461,11.509,-0.051,0.019,1.084,4.028,2.625,3.54
462,11.52,-0.043,0.024,1.068,4.028,2.747,3.35
463,11.531,-0.048,0.02,1.079,4.456,2.991,3.47
464,11.542,-0.043,0.033,1.082,4.089,2.136,3.17
465,11.553,-0.051,0.013,1.062,4.15,2.502,3.72
466,11.564,-0.042,0.019,1.068,4.395,2.747,3.17
467,11.575,-0.051,0.018,1.088,4.089,2.625,3.47
468,11.586,-0.051,0.023,1.084,4.272,2.747,3.29
469,11.597,-0.045,0.021,1.088,4.395,2.441,3.72
470,11.608,-0.053,0.019,1.096,4.761,2.869,3.11
471,11.619,-0.03,0.02,1.064,4.089,3.296,3.29
472,11.63,-0.035,0.019,1.069,4.089,2.686,3.6
473,11.641,-0.048,0.018,1.055,4.028,2.747,3.23
474,11.652,-0.038,0.029,1.059,4.028,2.808,3.9
475,11.663,-0.038,0.036,1.081,3.723,2.258,3.35
476,11.674,-0.041,0.034,1.083,4.639,2.808,3.23
477,11.685,-0.068,0.014,1.068,4.456,2.747,2.93
478,11.696,-0.044,0.001,1.083,4.272,2.686,3.6
479,11.707,-0.042,0.026,1.082,4.517,2.686,3.66
480,11.718,-0.041,0.027,1.09,4.639,2.686,3.47
481,11.729,-0.052,0.028,1.076,4.211,2.502,3.84
482,11.74,-0.033,0.015,1.098,4.089,2.686,3.35
483,11.751,-0.05,0.025,1.083,3.784,2.502,3.47
484,11.762,-0.036,0.027,1.081,4.15,2.869,3.47
485,11.773,-0.044,0.03,1.076,4.089,2.258,3.47
486,11.784,-0.051,0.018,1.063,4.333,2.93,3.35
487,11.795,-0.039,0.021,1.079,4.272,2.258,3.47
488,11.806,-0.04,0.027,1.092,4.944,2.869,3.6
489,11.817,-0.047,0.018,1.098,4.272,2.747,3.29
490,11.828,-0.045,0.015,1.069,4.944,2.747,3.11
491,11.839,-0.051,0.03,1.053,3.662,2.563,3.54
492,11.85,-0.048,0.028,1.072,4.822,2.93,3.78
493,11.861,-0.054,0.001,1.074,4.028,2.563,3.54
494,11.872,-0.042,0.024,1.077,4.028,2.441,3.54
495,11.883,-0.049,0.023,1.084,4.456,2.625,3.35
496,11.894,-0.048,0.031,1.083,4.7,2.808,3.47
497,11.905,-0.038,0.027,1.067,4.028,2.441,3.23
498,11.916,-0.037,0.021,1.072,3.784,2.563,3.78
499,11.927,-0.025,0.024,1.075,3.845,3.052,3.6
500,11.938,-0.035,0.019,1.075,4.639,2.747,3.84
501,11.949,-0.039,0.012,1.077,3.906,2.686,3.35
502,11.96,-0.037,0.016,1.053,4.395,2.747,3.6
503,11.971,-0.051,0.023,1.069,4.333,2.38,2.8
504,11.982,-0.044,0.031,1.076,5.066,2.93,3.66
505,11.993,-0.042,0.019,1.062,3.601,2.502,3.47
506,12.004,-0.044,0.028,1.083,4.456,2.747,3.72
507,12.015,-0.038,0.014,1.087,4.333,2.869,3.6
508,12.026,-0.043,0.013,1.076,4.211,2.563,3.47
509,12.037,-0.048,0.015,1.073,4.15,2.686,3.11
510,12.048,-0.042,0.027,1.089,3.906,2.625,3.35
511,12.059,-0.042,0.005,1.097,4.272,2.686,3.9
512,12.07,-0.035,0.03,1.062,4.639,2.563,3.41
513,12.081,-0.033,0.023,1.077,4.15,2.93,3.11
514,12.092,-0.046,0.02,1.088,4.517,2.686,3.23
515,12.103,-0.04,0.024,1.072,4.333,2.747,3.47
516,12.114,-0.042,0.012,1.076,3.967,2.747,3.78
517,12.125,-0.041,0.028,1.093,4.272,2.808,3.66
518,12.136,-0.038,0.027,1.089,3.967,2.563,3.66
519,12.147,-0.039,0.019,1.07,4.211,2.625,3.47
520,12.158,-0.045,0.014,1.071,4.211,2.686,3.29
521,12.169,-0.039,0.012,1.074,3.845,2.502,3.17
522,12.18,-0.035,0.019,1.079,4.028,2.136,2.99
523,12.191,-0.035,0.016,1.076,4.7,2.625,3.54
524,12.202,-0.048,0.015,1.078,4.578,3.174,3.47
525,12.213,-0.046,0.027,1.072,4.272,2.441,3.41
526,12.224,-0.035,0.021,1.08,4.15,2.869,3.66
527,12.235,-0.045,0.017,1.094,4.761,2.93,3.41
528,12.246,-0.043,0.032,1.075,3.906,2.93,3.41
529,12.257,-0.05,0.016,1.069,3.784,2.319,3.35
530,12.268,-0.05,0.016,1.075,4.822,2.625,3.66
531,12.279,-0.056,0.026,1.068,4.333,3.174,3.47
532,12.29,-0.043,0.038,1.063,4.395,2.747,3.17
533,12.301,-0.048,0.012,1.093,4.333,3.052,3.35
534,12.312,-0.051,0.021,1.071,4.028,2.258,3.41
535,12.323,-0.036,0.027,1.059,4.578,2.93,3.66
536,12.334,-0.038,0.023,1.085,3.845,2.502,3.35
537,12.345,-0.041,0.03,1.068,4.517,2.441,3.6
538,12.356,-0.046,0.013,1.078,3.967,2.319,3.35
539,12.367,-0.055,0.023,1.07,4.761,2.686,3.35
540,12.378,-0.045,0.025,1.067,4.211,2.625,3.72
541,12.389,-0.044,0.03,1.057,4.578,2.93,3.6
542,12.4,-0.045,0.03,1.088,4.089,2.38,3.54
543,12.411,-0.048,0.019,1.064,3.845,2.686,3.47
544,12.422,-0.045,0.014,1.075,3.784,2.38,3.05
545,12.433,-0.036,0.026,1.086,4.639,2.686,3.84
546,12.444,-0.033,0.018,1.068,4.089,2.258,3.35
547,12.455,-0.037,0.017,1.069,3.906,2.686,3.54
548,12.466,-0.033,0.006,1.092,3.418,2.625,3.41
549,12.477,-0.042,0.016,1.075,4.272,2.747,3.41
550,12.488,-0.062,0.005,1.078,4.15,2.319,3.23
551,12.499,-0.042,0.018,1.067,4.395,2.563,3.23
552,12.51,-0.045,0.009,1.07,3.54,2.319,3.29
553,12.521,-0.035,0.023,1.075,3.967,2.563,3.11
554,12.532,-0.047,0.017,1.079,3.784,2.808,3.66
555,12.543,-0.044,0.013,1.086,3.906,2.686,3.05
556,12.554,-0.054,0.018,1.088,3.723,2.441,2.8
557,12.565,-0.047,0.022,1.05,4.211,2.93,3.05
558,12.576,-0.054,0.018,1.092,4.089,2.441,3.29
559,12.587,-0.037,0.021,1.072,4.333,2.991,3.54
560,12.598,-0.051,0.01,1.075,4.211,2.258,3.17
561,12.609,-0.05,0.02,1.069,4.089,2.625,3.84
562,12.62,-0.048,0.013,1.086,3.906,2.441,3.35
563,12.631,-0.038,0.013,1.094,4.822,2.869,3.47
564,12.642,-0.053,0.023,1.081,4.517,2.441,3.78
565,12.653,-0.038,0.022,1.085,4.211,2.563,3.72
566,12.664,-0.043,0.01,1.09,4.211,2.991,3.6
567,12.675,-0.041,0.014,1.069,4.7,2.93,3.6
568,12.686,-0.052,0.015,1.078,4.517,2.808,3.72
569,12.697,-0.04,0.015,1.085,4.578,2.563,3.72
570,12.708,-0.043,0.027,1.091,4.089,2.686,3.23
571,12.719,-0.038,0.028,1.069,3.723,2.625,3.29
572,12.73,-0.043,0.02,1.062,4.456,2.93,3.66
573,12.741,-0.039,0.024,1.07,4.761,2.258,3.05
574,12.752,-0.032,0.006,1.091,4.089,2.747,3.11
575,12.763,-0.042,0.016,1.075,4.517,2.38,3.66
576,12.774,-0.053,0.016,1.093,4.15,2.808,3.47
577,12.785,-0.038,0.027,1.089,3.662,2.686,3.29
578,12.796,-0.029,0.02,1.063,4.517,2.502,3.66
579,12.807,-0.041,0.018,1.06,4.089,2.319,3.23
580,12.818,-0.059,0.022,1.083,4.089,2.136,2.99
581,12.829,-0.038,0.019,1.072,4.456,2.808,3.41
582,12.84,-0.041,0.016,1.085,4.089,2.625,3.17
583,12.851,-0.048,0.006,1.081,4.333,2.93,3.05
584,12.862,-0.052,0.015,1.082,4.333,2.441,3.41
585,12.873,-0.046,0.007,1.084,4.15,2.747,3.11
586,12.884,-0.044,0.02,1.068,4.517,2.869,3.72
587,12.895,-0.056,0.002,1.057,3.845,3.052,2.99
588,12.906,-0.049,0.026,1.085,4.089,2.625,3.17
589,12.917,-0.048,0.03,1.074,4.7,2.93,3.29
590,12.928,-0.048,0.019,1.067,4.089,2.686,3.72
591,12.939,-0.049,0.015,1.074,4.15,2.808,3.11
592,12.95,-0.044,0.026,1.082,4.517,2.869,3.47
593,12.961,-0.041,0.028,1.074,4.395,2.991,3.29
594,12.972,-0.046,0.029,1.067,4.15,2.808,2.99
595,12.983,-0.053,0.021,1.08,4.517,2.625,3.17
596,12.994,-0.048,0.021,1.081,5.005,2.808,3.6
597,13.005,-0.055,0.015,1.067,4.578,2.625,3.47
598,13.016,-0.04,0.027,1.062,3.967,3.052,3.84
599,13.027,-0.054,0.026,1.076,4.7,2.869,3.54
600,13.038,-0.051,0.019,1.071,4.578,2.869,3.6
601,13.049,-0.033,0.032,1.064,4.272,2.869,3.23
602,13.06,-0.05,0.021,1.096,4.272,2.319,2.99
603,13.071,-0.052,0.013,1.083,4.944,2.869,3.29
604,13.082,-0.043,0.004,1.082,4.333,2.686,3.78
605,13.093,-0.046,0.02,1.073,4.028,2.136,3.47
606,13.104,-0.039,0.013,1.079,4.333,2.93,3.66
607,13.115,-0.049,0.028,1.07,4.089,2.625,3.41
608,13.126,-0.044,0.016,1.08,4.272,2.808,3.29
609,13.137,-0.052,0.018,1.085,4.517,2.563,3.96
610,13.148,-0.047,0.021,1.079,4.333,2.686,3.54
611,13.159,-0.041,0.009,1.09,3.967,2.502,3.47
612,13.17,-0.042,0.016,1.07,4.517,2.502,3.35
613,13.181,-0.034,0.011,1.098,3.845,2.747,3.11
614,13.192,-0.04,0.012,1.092,3.113,2.319,3.05
615,13.203,-0.035,0.025,1.069,3.967,2.38,3.35
616,13.214,-0.051,0.021,1.065,4.211,2.319,3.17
617,13.225,-0.039,0.021,1.062,4.15,2.625,3.54
618,13.236,-0.048,0.024,1.058,4.272,2.563,3.47
619,13.247,-0.043,0.017,1.063,4.578,2.502,3.35
620,13.258,-0.048,0.028,1.083,4.517,2.808,3.29
621,13.269,-0.052,0.014,1.075,3.723,2.747,2.99
622,13.28,-0.043,0.027,1.074,3.723,2.319,3.17
623,13.291,-0.037,0.029,1.071,4.15,2.441,3.11
624,13.302,-0.042,0.012,1.103,4.089,2.869,3.23
625,13.313,-0.034,0.011,1.081,4.15,2.563,3.6
626,13.324,-0.06,0.024,1.081,4.517,2.502,2.74
627,13.335,-0.048,0.021,1.089,4.395,2.93,3.84
628,13.346,-0.053,0.014,1.075,3.906,2.502,3.41
629,13.357,-0.038,0.024,1.058,4.028,2.747,2.99
630,13.368,-0.047,0.023,1.079,3.906,2.747,3.47
631,13.379,-0.033,0.015,1.076,4.272,2.625,3.6
632,13.39,-0.036,0.026,1.083,3.784,2.808,3.41
633,13.401,-0.041,0.03,1.084,3.906,2.563,3.17
634,13.412,-0.045,0.027,1.074,4.822,2.991,3.11
635,13.423,-0.035,0.029,1.064,4.211,2.258,3.11
636,13.434,-0.034,0.011,1.054,4.456,2.686,3.54
637,13.445,-0.044,0.015,1.078,4.15,2.319,3.54
638,13.456,-0.043,0.024,1.082,4.822,2.563,2.93
639,13.467,-0.05,0.032,1.054,4.15,2.625,2.86
640,13.478,-0.04,0.019,1.098,3.601,2.258,3.35
641,13.489,-0.062,0.008,1.093,4.211,2.686,3.54
642,13.5,-0.046,0.019,1.081,4.15,2.686,3.23
643,13.511,-0.038,0.022,1.091,4.456,2.991,4.02
644,13.522,-0.045,0.02,1.093,4.822,3.052,3.6
645,13.533,-0.046,0.026,1.078,4.089,2.747,3.54
646,13.544,-0.041,0.02,1.066,3.906,2.625,3.17
647,13.555,-0.059,0.022,1.091,4.456,2.441,3.11
648,13.566,-0.042,0.018,1.087,4.211,2.808,3.66
649,13.577,-0.046,0.025,1.077,4.15,2.502,3.41
650,13.588,-0.062,0.013,1.075,4.211,2.686,3.29
651,13.599,-0.039,0.021,1.086,4.517,2.38,3.11
652,13.61,-0.035,0.013,1.073,4.7,2.747,3.6
653,13.621,-0.041,0.014,1.063,4.333,2.686,3.23
654,13.632,-0.046,0.015,1.082,3.845,2.136,2.99
655,13.643,-0.038,0.017,1.075,4.395,2.869,2.99
656,13.654,-0.047,0.02,1.078,4.578,2.808,3.54
657,13.665,-0.038,0.015,1.06,4.15,2.502,3.54
658,13.676,-0.03,0.029,1.062,4.517,2.441,3.66
659,13.687,-0.048,0.023,1.089,3.906,2.441,3.29
660,13.698,-0.048,0.026,1.082,3.967,2.808,3.41
661,13.709,-0.047,0.009,1.061,3.723,2.38,3.6
662,13.72,-0.035,0.019,1.094,3.784,2.686,3.05
663,13.731,-0.049,0.017,1.103,4.456,2.625,3.66
664,13.742,-0.041,0.021,1.086,4.456,2.808,3.72
665,13.753,-0.05,0.022,1.056,4.028,2.686,2.86
666,13.764,-0.045,0.025,1.08,4.089,2.686,3.05
667,13.775,-0.044,0.018,1.078,3.723,2.319,2.93
668,13.786,-0.04,0.025,1.074,4.395,2.38,3.47
669,13.797,-0.042,0.039,1.077,3.601,2.808,3.11
670,13.808,-0.048,0.021,1.071,4.272,3.052,3.11
671,13.819,-0.048,0.023,1.058,4.517,2.93,3.6
672,13.83,-0.047,0.015,1.088,3.784,2.319,3.41
673,13.841,-0.047,0.009,1.074,3.662,2.625,3.9
674,13.852,-0.037,0.009,1.084,4.578,2.197,3.47
675,13.863,-0.032,0.033,1.067,3.723,2.38,3.23
676,13.874,-0.037,0.03,1.065,4.578,2.38,3.35
677,13.885,-0.045,0.014,1.082,3.723,2.319,3.11
678,13.896,-0.041,0.02,1.076,4.15,2.625,3.6
679,13.907,-0.043,0.044,1.084,4.395,2.747,2.99
680,13.918,-0.045,0.022,1.092,4.028,2.258,2.99
681,13.929,-0.035,0.005,1.082,4.456,2.38,3.66
682,13.94,-0.042,0.027,1.078,4.333,2.502,2.8
683,13.951,-0.04,0.018,1.083,4.639,3.113,3.6
684,13.962,-0.031,0.023,1.075,3.967,2.502,3.54
685,13.973,-0.052,0.023,1.072,4.333,2.869,3.05
686,13.984,-0.046,-0.001,1.108,4.089,2.686,3.47
687,13.995,-0.05,0.019,1.066,3.906,2.441,3.05
688,14.006,-0.047,0.017,1.071,4.028,2.319,3.35
689,14.017,-0.041,0.021,1.084,4.272,2.808,3.66
690,14.028,-0.051,0.017,1.1,3.845,2.319,3.54
691,14.039,-0.052,0.021,1.062,3.906,2.319,3.66
692,14.05,-0.029,0.021,1.075,3.906,2.014,3.41
693,14.061,-0.045,0.014,1.069,4.395,2.441,2.8
694,14.072,-0.043,0.027,1.061,4.517,2.258,2.93
695,14.083,-0.049,0.022,1.066,4.456,2.502,3.47
696,14.094,-0.051,0.008,1.058,3.906,2.686,3.11
697,14.105,-0.049,0.024,1.094,4.333,2.747,3.17
698,14.116,-0.042,0.007,1.091,4.333,2.747,3.84
699,14.127,-0.041,0.017,1.089,4.639,2.93,3.9
700,14.138,-0.034,0.013,1.054,3.967,2.686,3.29
701,14.149,-0.044,0.026,1.087,4.272,2.808,3.11
702,14.16,-0.04,0.038,1.074,4.517,2.686,3.41
703,14.171,-0.045,0.011,1.06,4.822,3.296,3.9
704,14.182,-0.041,0.019,1.104,4.211,2.625,3.23
705,14.193,-0.042,0.025,1.073,3.845,2.319,3.66
706,14.204,-0.042,0.008,1.078,4.089,2.93,3.11
707,14.215,-0.032,0.031,1.056,4.395,2.258,3.54
708,14.226,-0.05,0.018,1.089,4.089,2.747,3.6
709,14.237,-0.058,0.016,1.102,4.395,2.563,3.23
710,14.248,-0.034,0.022,1.09,4.211,2.869,3.35
711,14.259,-0.045,0.014,1.078,3.906,2.502,3.23
712,14.27,-0.042,0.023,1.086,4.089,2.319,3.29
713,14.281,-0.046,0.02,1.057,3.296,2.686,3.54
714,14.292,-0.056,0.014,1.068,3.906,2.991,3.41
715,14.303,-0.033,0.018,1.078,4.15,3.113,3.29
716,14.314,-0.049,0.02,1.087,3.723,2.38,3.29
717,14.325,-0.049,0.023,1.065,4.211,2.502,3.54
718,14.336,-0.042,0.009,1.091,4.272,2.93,3.84
719,14.347,-0.051,0.018,1.074,4.639,2.686,3.29
720,14.358,-0.035,0.017,1.094,4.883,2.441,3.6
721,14.369,-0.042,0.024,1.083,4.089,2.686,3.54
722,14.38,-0.053,0.02,1.073,3.784,2.319,3.84
723,14.391,-0.048,0.019,1.078,4.089,2.747,3.47
724,14.402,-0.03,0.024,1.066,4.7,2.869,3.41
725,14.413,-0.048,0.026,1.074,4.15,2.319,3.11
726,14.424,-0.04,0.023,1.087,4.15,2.563,3.35
727,14.435,-0.054,0.02,1.088,4.7,2.808,3.47
728,14.446,-0.047,0.021,1.089,4.028,2.747,3.11
729,14.457,-0.045,0.027,1.091,4.272,2.502,3.41
730,14.468,-0.048,0.016,1.079,4.211,2.991,3.72
731,14.479,-0.05,0.02,1.062,3.845,2.563,3.23
732,14.49,-0.042,0.027,1.084,3.723,2.563,3.41
733,14.501,-0.037,0.019,1.065,4.822,3.113,3.47
734,14.512,-0.05,0.034,1.06,4.211,2.808,3.05
735,14.523,-0.045,0.033,1.08,3.906,2.502,3.47
736,14.534,-0.044,0.022,1.079,4.395,2.502,3.47
737,14.545,-0.051,0.027,1.075,4.211,2.319,3.54
738,14.556,-0.044,0.017,1.085,3.967,2.808,3.54
739,14.567,-0.039,0.027,1.075,3.906,2.441,2.93
740,14.578,-0.049,0.002,1.112,4.272,2.808,3.35
741,14.589,-0.048,0.013,1.081,4.456,2.563,3.84
742,14.6,-0.036,0.015,1.075,3.845,2.563,2.86
743,14.611,-0.042,0.021,1.078,4.15,3.052,3.35
744,14.622,-0.041,0.015,1.077,3.723,2.991,3.35
745,14.633,-0.048,0.022,1.065,3.845,2.686,3.05
746,14.644,-0.048,0.023,1.072,4.639,2.869,3.23
747,14.655,-0.035,0.03,1.083,3.784,2.93,3.17
748,14.666,-0.045,0.023,1.079,4.333,2.686,3.72
749,14.677,-0.06,0.022,1.067,4.395,2.808,3.11
750,14.688,-0.035,-0.003,1.098,4.028,2.869,3.6
751,14.699,-0.039,0.028,1.069,4.15,2.625,3.41
752,14.71,-0.063,0.034,1.08,3.845,2.991,3.23
753,14.721,-0.035,0.023,1.071,3.784,2.869,3.47
754,14.732,-0.041,0.019,1.084,4.639,2.38,2.8
755,14.743,-0.051,0.016,1.077,4.883,2.563,3.29
756,14.754,-0.06,0.015,1.058,4.639,2.808,3.84
757,14.765,-0.049,0.015,1.072,4.7,2.625,3.11
758,14.776,-0.037,0.013,1.092,4.211,2.441,2.74
759,14.787,-0.045,0.016,1.096,4.395,2.747,3.11
760,14.798,-0.04,0.006,1.053,4.272,2.441,3.54
761,14.809,-0.046,0.028,1.072,4.028,2.625,3.35
762,14.82,-0.046,0.017,1.071,4.517,2.502,3.54
763,14.831,-0.044,0.018,1.075,4.333,2.563,3.41
764,14.842,-0.042,0.022,1.068,4.639,2.747,3.78
765,14.853,-0.051,0.031,1.086,4.028,2.747,2.93
766,14.864,-0.045,0.019,1.072,4.517,2.563,3.54
767,14.875,-0.037,0.017,1.089,4.211,2.563,2.86
768,14.886,-0.042,0.002,1.078,3.723,2.38,3.05
769,14.897,-0.042,0.022,1.087,3.906,2.563,2.99
770,14.908,-0.05,0.02,1.087,3.845,2.563,3.05
771,14.919,-0.048,0.019,1.076,3.967,3.174,3.6
772,14.93,-0.039,0.016,1.077,4.272,2.319,3.41
773,14.941,-0.05,0.027,1.073,3.967,2.808,3.41
774,14.952,-0.049,0.018,1.08,4.456,2.93,3.29
775,14.963,-0.032,0.019,1.082,3.967,2.441,3.05
776,14.974,-0.046,0.026,1.074,3.906,2.808,3.23
777,14.985,-0.044,0.03,1.077,4.028,2.502,3.11
778,14.996,-0.041,0.013,1.092,4.639,2.869,3.05
779,15.007,-0.053,0.013,1.08,4.395,2.319,3.47
780,15.018,-0.056,0.028,1.07,4.333,2.502,3.72
781,15.029,-0.056,0.015,1.089,4.211,2.563,3.17
782,15.04,-0.044,0.029,1.078,4.211,2.747,3.72
783,15.051,-0.044,0.009,1.065,4.456,2.686,3.29
784,15.062,-0.045,0.016,1.078,3.906,2.38,3.29
785,15.073,-0.045,0.037,1.073,4.333,2.625,3.6
786,15.084,-0.031,0.024,1.085,4.15,2.441,4.08
787,15.095,-0.038,0.011,1.072,4.639,2.563,3.9
788,15.106,-0.038,0.005,1.078,4.333,2.38,3.11
789,15.117,-0.032,0.008,1.073,4.211,2.441,3.17
790,15.128,-0.039,0.015,1.087,4.028,3.113,3.47
791,15.139,-0.055,0.016,1.068,3.54,2.197,2.93
792,15.15,-0.04,0.027,1.074,4.761,2.38,3.11
793,15.161,-0.041,0.015,1.075,4.089,2.625,3.11
794,15.172,-0.048,0.011,1.079,4.517,3.052,3.72
795,15.183,-0.049,0.021,1.089,4.089,2.625,3.54
796,15.194,-0.046,0.011,1.098,4.089,2.686,3.23
797,15.205,-0.044,0.02,1.071,4.272,2.747,3.29
798,15.216,-0.052,0.015,1.083,4.272,2.686,2.99
799,15.227,-0.046,0.005,1.065,4.333,2.319,3.23
800,15.238,-0.034,0.025,1.079,3.906,2.991,3.17
801,15.249,-0.049,0.029,1.101,4.456,2.625,3.23
802,15.26,-0.054,0.015,1.061,4.272,2.808,3.35
803,15.271,-0.045,0.013,1.071,4.272,2.563,2.99
804,15.282,-0.045,0.019,1.092,3.967,2.258,3.05
805,15.293,-0.052,0.022,1.091,4.944,3.418,3.6
806,15.304,-0.056,0.027,1.09,4.333,2.869,3.66
807,15.315,-0.052,0.028,1.082,3.967,2.563,3.35
808,15.326,-0.051,0.001,1.102,4.333,2.808,3.05
809,15.337,-0.041,0.021,1.088,4.822,3.052,3.47
810,15.348,-0.034,0.031,1.055,3.967,2.502,3.23
811,15.359,-0.04,0.021,1.077,4.15,2.441,3.84
