index,time,accX,accY,accZ,gyroX,gyroY,gyroZ
812,15.37,-0.036,0.016,1.08,3.845,2.258,3.41
813,15.381,-0.05,0.016,1.081,4.944,2.686,3.23
814,15.392,-0.045,0.022,1.059,3.906,2.502,3.47
815,15.403,-0.04,0.016,1.066,3.967,2.38,3.35
816,15.414,-0.03,0.015,1.084,4.211,3.235,3.35
817,15.425,-0.053,0.016,1.073,3.967,2.502,3.47
818,15.436,-0.045,0.016,1.073,4.211,2.563,3.47
819,15.447,-0.038,0.018,1.074,3.967,2.625,2.93
820,15.458,-0.046,0.023,1.068,3.357,2.197,3.11
821,15.469,-0.044,0.026,1.067,4.15,2.991,3.29
822,15.48,-0.042,0.025,1.073,3.723,2.441,3.41
823,15.491,-0.048,0.017,1.081,4.517,2.686,3.35
824,15.502,-0.056,0.01,1.086,4.517,2.93,3.54
825,15.513,-0.046,0.012,1.083,3.967,2.991,3.78
826,15.524,-0.039,0.028,1.065,4.456,2.991,3.29
827,15.535,-0.048,0.019,1.075,4.639,2.808,3.41
828,15.546,-0.041,0.027,1.068,4.211,2.319,3.11
829,15.557,-0.043,0.023,1.068,4.578,3.357,3.05
830,15.568,-0.038,0.019,1.073,4.272,2.686,3.35
831,15.579,-0.052,0.011,1.086,3.845,2.258,3.11
832,15.59,-0.039,0.018,1.068,4.578,2.625,3.6
833,15.601,-0.046,0.024,1.075,3.723,2.563,3.05
834,15.612,-0.042,0.025,1.089,4.578,2.38,3.47
835,15.623,-0.038,0.007,1.087,4.211,2.502,3.17
836,15.634,-0.048,0.025,1.084,4.15,2.441,3.35
837,15.645,-0.045,0.018,1.104,4.028,2.686,3.6
838,15.656,-0.022,0.029,1.069,4.028,2.625,3.41
839,15.667,-0.046,0.034,1.09,3.906,2.258,3.96
840,15.678,-0.048,0.022,1.091,4.272,2.747,3.47
841,15.689,-0.041,0.027,1.062,4.395,2.563,3.35
842,15.7,-0.053,0.02,1.076,4.517,3.235,3.47
843,15.711,-0.036,0.014,1.072,3.784,3.113,3.29
844,15.722,-0.05,0.02,1.097,4.089,2.319,3.29
845,15.733,-0.053,0.021,1.051,4.089,1.77,3.29
846,15.744,-0.045,0.013,1.078,3.723,2.747,3.11
847,15.755,-0.044,0.019,1.096,3.906,2.319,2.93
848,15.766,-0.046,0.024,1.079,4.333,2.258,3.54
849,15.777,-0.058,0.02,1.082,3.784,2.441,3.41
850,15.788,-0.049,0.019,1.082,4.395,2.38,3.66
851,15.799,-0.042,0.013,1.084,4.333,2.258,3.35
852,15.81,-0.055,0.027,1.068,3.845,2.502,3.29
853,15.821,-0.042,0.025,1.063,3.967,2.502,3.23
854,15.832,-0.042,0.014,1.089,4.272,2.686,3.6
855,15.843,-0.04,0.027,1.1,4.456,2.319,3.66
856,15.854,-0.033,0.014,1.067,4.456,2.563,3.11
857,15.865,-0.046,0.009,1.078,4.028,2.502,3.29
858,15.876,-0.047,0.01,1.088,4.089,2.991,3.35
859,15.887,-0.047,0.024,1.054,4.456,2.197,3.6
860,15.898,-0.054,0.031,1.061,4.089,1.953,3.23
861,15.909,-0.045,0.029,1.081,4.211,2.075,3.66
862,15.92,-0.047,0.017,1.083,4.089,2.747,3.41
863,15.931,-0.045,0.021,1.086,4.272,2.869,2.99
864,15.942,-0.043,0.036,1.082,4.089,2.747,3.17
865,15.953,-0.046,0.024,1.087,4.15,2.197,3.78
866,15.964,-0.037,0.025,1.072,4.333,2.38,3.47
867,15.975,-0.056,0.014,1.076,4.15,2.625,3.29
868,15.986,-0.045,0.008,1.073,4.578,2.258,3.41
869,15.997,-0.042,0.017,1.084,3.967,2.319,3.47
870,16.008,-0.051,0.035,1.079,3.662,2.441,3.41
871,16.019,-0.061,0.008,1.075,3.723,2.686,3.35
872,16.03,-0.043,0.016,1.062,4.272,3.052,3.72
873,16.041,-0.05,0.019,1.086,4.089,2.625,3.72
874,16.052,-0.045,0.027,1.076,4.272,2.747,3.23
875,16.063,-0.038,0.02,1.064,4.272,2.136,3.66
876,16.074,-0.053,-0.0,1.086,4.028,2.075,3.41
877,16.085,-0.049,0.018,1.07,4.089,2.808,3.72
878,16.096,-0.054,0.032,1.08,4.333,2.625,3.35
879,16.107,-0.056,0.015,1.071,4.028,2.563,3.35
880,16.118,-0.044,0.012,1.093,4.089,2.502,3.11
881,16.129,-0.039,0.017,1.078,4.15,3.113,3.72
882,16.14,-0.054,0.022,1.08,3.967,2.869,3.35
883,16.151,-0.045,0.01,1.088,3.601,2.686,2.62
884,16.162,-0.041,0.016,1.076,4.272,2.38,3.35
885,16.173,-0.044,0.021,1.089,4.517,2.502,3.35
886,16.184,-0.044,0.016,1.08,4.272,2.197,3.17
887,16.195,-0.046,0.016,1.072,4.028,2.686,3.35
888,16.206,-0.039,0.03,1.071,3.54,2.502,2.93
889,16.217,-0.031,0.034,1.075,4.272,2.502,3.66
890,16.228,-0.036,0.027,1.08,4.028,2.625,2.93
891,16.239,-0.043,0.008,1.072,4.333,2.502,3.29
892,16.25,-0.059,0.009,1.085,4.7,2.563,3.11
893,16.261,-0.027,0.009,1.094,4.089,2.869,3.66
894,16.272,-0.049,0.021,1.082,3.662,2.319,3.54
895,16.283,-0.041,0.014,1.064,3.479,3.052,3.17
896,16.294,-0.043,0.027,1.073,4.15,2.258,3.6
897,16.305,-0.044,0.02,1.08,4.333,3.052,3.29
898,16.316,-0.061,0.004,1.079,4.517,2.502,3.35
899,16.327,-0.044,0.009,1.064,4.028,2.258,3.54
900,16.338,-0.047,0.015,1.082,4.089,2.502,3.35
901,16.349,-0.035,0.023,1.087,4.089,2.38,3.23
902,16.36,-0.048,0.015,1.074,4.272,2.502,3.54
903,16.371,-0.034,0.026,1.086,4.028,2.869,3.17
904,16.382,-0.05,0.008,1.092,4.089,2.686,3.17
905,16.393,-0.04,0.032,1.091,4.028,2.686,3.47
906,16.404,-0.035,0.019,1.062,3.479,2.075,3.11
907,16.415,-0.048,0.006,1.074,4.395,2.563,3.35
908,16.426,-0.058,0.023,1.075,4.578,2.563,3.84
909,16.437,-0.045,0.024,1.078,4.578,2.625,3.72
910,16.448,-0.044,0.019,1.065,3.784,2.686,3.17
911,16.459,-0.038,0.021,1.075,4.211,2.625,3.29
912,16.47,-0.031,0.012,1.089,3.784,2.502,3.29
913,16.481,-0.063,0.013,1.078,4.15,2.563,3.41
914,16.492,-0.047,0.026,1.087,3.723,2.625,2.93
915,16.503,-0.041,0.008,1.092,4.395,2.38,3.54
916,16.514,-0.043,0.012,1.097,3.845,2.441,3.66
917,16.525,-0.054,0.027,1.079,4.272,2.747,2.93
918,16.536,-0.048,0.03,1.075,4.578,2.747,3.54
919,16.547,-0.041,0.016,1.065,4.211,2.38,3.54
920,16.558,-0.043,0.01,1.072,4.15,2.563,3.17
921,16.569,-0.053,0.019,1.084,4.15,2.686,3.17
922,16.58,-0.057,0.018,1.082,3.967,2.319,3.35
923,16.591,-0.052,0.025,1.063,4.211,2.38,3.35
924,16.602,-0.045,0.023,1.09,4.15,2.258,3.11
925,16.613,-0.037,0.021,1.084,3.906,2.441,3.29
926,16.624,-0.032,0.022,1.094,3.784,2.258,3.29
927,16.635,-0.038,0.023,1.088,4.211,2.502,3.29
928,16.646,-0.032,0.026,1.059,4.761,2.686,2.8
929,16.657,-0.044,0.029,1.077,4.7,2.686,3.72
930,16.668,-0.041,0.027,1.075,4.272,2.686,3.23
931,16.679,-0.045,-0.003,1.06,4.272,2.319,3.54
932,16.69,-0.049,0.013,1.089,4.517,2.625,3.54
933,16.701,-0.049,0.011,1.096,4.211,2.747,3.66
934,16.712,-0.049,0.016,1.076,3.479,2.625,3.54
935,16.723,-0.045,0.011,1.076,4.272,3.052,3.47
936,16.734,-0.037,0.027,1.091,4.089,2.625,3.54
937,16.745,-0.049,0.029,1.066,4.211,2.686,3.23
938,16.756,-0.044,0.025,1.09,3.784,2.258,3.78
939,16.767,-0.042,0.02,1.059,3.967,2.563,3.17
940,16.778,-0.043,0.005,1.067,3.723,2.319,3.72
941,16.789,-0.04,0.009,1.083,4.456,2.563,3.35
942,16.8,-0.032,0.021,1.079,4.028,2.319,2.86
943,16.811,-0.046,0.024,1.057,4.028,2.258,3.66
944,16.822,-0.048,0.01,1.075,3.845,2.747,3.47
945,16.833,-0.048,0.012,1.097,3.662,2.991,3.6
946,16.844,-0.045,0.017,1.07,4.089,2.686,3.11
947,16.855,-0.056,0.019,1.077,3.845,2.441,3.23
948,16.866,-0.039,0.01,1.062,4.333,2.258,3.6
949,16.877,-0.037,0.026,1.091,4.333,2.625,3.6
950,16.888,-0.046,0.02,1.083,4.456,2.563,3.54
951,16.899,-0.062,0.02,1.081,3.723,2.808,3.05
952,16.91,-0.041,0.009,1.071,3.723,2.869,3.41
953,16.921,-0.051,0.018,1.083,3.906,2.747,3.54
954,16.932,-0.038,0.016,1.073,4.272,2.625,3.11
955,16.943,-0.053,0.005,1.08,3.906,2.502,3.05
956,16.954,-0.04,0.021,1.086,4.456,2.808,3.41
957,16.965,-0.046,0.032,1.046,4.15,2.502,3.72
958,16.976,-0.05,0.019,1.076,4.517,2.441,3.11
959,16.987,-0.044,0.028,1.071,4.028,2.869,3.11
960,16.998,-0.022,0.035,1.078,4.089,2.747,3.54
961,17.009,-0.051,0.031,1.06,4.15,2.991,3.11
962,17.02,-0.043,0.006,1.088,4.456,2.869,3.17
963,17.031,-0.036,0.018,1.086,3.723,2.625,3.35
964,17.042,-0.048,0.021,1.091,4.7,2.808,3.41
965,17.053,-0.052,0.026,1.088,4.028,2.563,3.23
966,17.064,-0.038,0.02,1.061,3.906,2.38,3.41
967,17.075,-0.051,0.025,1.077,4.272,2.808,3.29
968,17.086,-0.036,0.031,1.072,4.089,2.625,3.11
969,17.097,-0.05,0.012,1.084,4.211,2.441,3.35
970,17.108,-0.032,0.021,1.072,4.333,2.747,3.29
971,17.119,-0.048,0.017,1.082,4.15,2.319,3.41
972,17.13,-0.048,0.018,1.078,3.54,2.502,2.99
973,17.141,-0.035,0.024,1.08,4.272,2.502,3.54
974,17.152,-0.036,0.014,1.11,4.395,2.808,3.47
975,17.163,-0.043,0.026,1.078,4.211,2.441,3.35
976,17.174,-0.033,0.017,1.064,4.15,2.747,3.66
977,17.185,-0.035,0.018,1.08,3.601,2.197,3.17
978,17.196,-0.062,0.02,1.078,4.272,2.869,3.17
979,17.207,-0.039,0.017,1.086,4.028,2.502,3.35
980,17.218,-0.032,0.023,1.066,4.211,2.625,3.72
981,17.229,-0.038,0.03,1.069,4.333,2.808,3.11
982,17.24,-0.047,0.016,1.065,4.028,2.563,3.29
983,17.251,-0.052,0.011,1.087,4.272,2.563,3.35
984,17.262,-0.037,0.014,1.088,4.028,2.258,3.17
985,17.273,-0.054,0.009,1.079,3.784,2.319,3.47
986,17.284,-0.041,0.02,1.068,4.578,2.747,3.29
987,17.295,-0.048,0.01,1.066,4.211,2.197,3.35
988,17.306,-0.038,0.03,1.072,3.845,2.502,3.29
989,17.317,-0.029,0.025,1.077,4.7,2.747,3.41
990,17.328,-0.049,0.023,1.056,4.456,2.258,3.17
991,17.339,-0.053,0.019,1.083,4.639,2.441,3.66
992,17.35,-0.042,0.013,1.084,4.395,2.625,3.41
993,17.361,-0.042,0.021,1.088,3.967,2.563,3.29
994,17.372,-0.052,0.01,1.091,4.272,2.625,3.72
995,17.383,-0.045,0.026,1.066,4.578,3.174,3.29
996,17.394,-0.041,0.016,1.077,3.845,2.625,3.47
997,17.405,-0.031,0.025,1.08,4.456,2.747,2.99
998,17.416,-0.043,0.03,1.072,4.272,2.502,3.29
999,17.427,-0.053,0.025,1.077,4.089,2.686,3.66
1000,17.438,-0.043,0.012,1.078,4.089,2.625,3.05
1001,17.449,-0.059,0.017,1.066,4.578,2.563,3.29
1002,17.46,-0.04,0.021,1.075,4.089,2.136,3.66
1003,17.471,-0.044,0.016,1.096,4.15,2.686,3.17
1004,17.482,-0.033,0.028,1.082,4.333,2.808,3.41
1005,17.493,-0.045,0.027,1.073,4.15,2.502,3.54
1006,17.504,-0.058,0.023,1.075,3.845,2.808,3.17
1007,17.515,-0.046,0.015,1.063,4.272,2.319,3.66
1008,17.526,-0.05,0.02,1.086,4.517,2.747,3.05
1009,17.537,-0.041,0.018,1.089,4.028,2.563,3.54
1010,17.548,-0.052,0.022,1.092,3.479,2.563,3.47
1011,17.559,-0.035,0.032,1.082,4.761,2.747,3.9
1012,17.57,-0.043,0.014,1.089,4.15,2.808,2.99
1013,17.581,-0.035,0.013,1.075,4.15,2.563,3.11
1014,17.592,-0.039,0.006,1.102,3.845,2.625,3.23
1015,17.603,-0.054,0.022,1.098,4.272,2.747,3.47
1016,17.614,-0.041,0.012,1.071,4.272,2.319,3.47
1017,17.625,-0.058,0.034,1.077,4.333,2.563,3.41
1018,17.636,-0.052,0.016,1.097,4.211,2.136,3.17
1019,17.647,-0.049,0.015,1.073,3.662,2.563,2.8
1020,17.658,-0.029,0.038,1.086,3.967,2.808,3.41
1021,17.669,-0.049,0.023,1.071,4.272,2.502,3.35
1022,17.68,-0.037,0.013,1.072,4.456,2.38,3.41
1023,17.691,-0.038,0.031,1.065,3.906,2.563,3.41
1024,17.702,-0.044,0.017,1.071,3.967,2.502,3.17
1025,17.713,-0.055,0.02,1.066,4.395,2.686,2.86
1026,17.724,-0.041,0.019,1.068,4.395,2.93,2.93
1027,17.735,-0.052,0.02,1.079,3.906,2.686,2.99
1028,17.746,-0.037,0.026,1.076,4.15,2.93,3.35
1029,17.757,-0.037,0.022,1.068,3.784,1.953,2.8
1030,17.768,-0.057,0.021,1.088,4.517,2.38,3.54
1031,17.779,-0.047,0.018,1.077,4.028,2.258,2.86
1032,17.79,-0.04,0.016,1.086,4.15,2.625,3.05
1033,17.801,-0.053,0.026,1.072,4.089,2.38,3.54
1034,17.812,-0.06,0.019,1.072,4.395,2.563,3.47
1035,17.823,-0.031,0.023,1.096,4.272,2.808,2.99
1036,17.834,-0.033,0.031,1.071,4.272,3.052,3.29
1037,17.845,-0.047,0.024,1.063,3.54,2.258,3.6
1038,17.856,-0.052,0.029,1.059,3.845,2.808,3.05
1039,17.867,-0.049,0.021,1.071,4.272,2.625,2.99
1040,17.878,-0.032,0.022,1.088,4.395,2.502,3.66
1041,17.889,-0.048,0.025,1.082,3.662,2.563,3.17
1042,17.9,-0.042,0.023,1.069,4.761,2.869,3.66
1043,17.911,-0.052,0.009,1.088,4.028,2.686,3.47
1044,17.922,-0.032,0.015,1.079,4.089,2.319,3.23
1045,17.933,-0.053,0.012,1.099,4.089,2.747,3.35
1046,17.944,-0.047,0.03,1.098,4.333,2.38,3.17
1047,17.955,-0.046,0.025,1.087,4.211,2.319,3.6
1048,17.966,-0.046,0.024,1.06,4.211,2.502,3.54
1049,17.977,-0.047,0.02,1.064,4.272,2.563,3.72
1050,17.988,-0.045,0.021,1.078,4.456,2.747,3.35
1051,17.999,-0.042,0.016,1.082,4.028,2.625,3.11
1052,18.01,-0.041,0.021,1.083,4.15,2.502,3.41
1053,18.021,-0.043,0.006,1.091,3.601,2.747,3.41
1054,18.032,-0.05,0.012,1.08,3.479,2.38,3.11
1055,18.043,-0.054,0.018,1.081,4.089,2.747,3.72
1056,18.054,-0.041,0.026,1.079,3.906,2.197,3.05
1057,18.065,-0.035,0.015,1.082,4.456,2.686,3.29
1058,18.076,-0.041,0.021,1.082,4.028,2.502,3.35
1059,18.087,-0.044,0.029,1.081,3.845,2.014,3.66
1060,18.098,-0.047,0.014,1.06,4.944,2.869,2.99
1061,18.109,-0.045,0.007,1.085,4.272,2.38,3.29
1062,18.12,-0.061,0.033,1.09,4.211,2.38,3.6
1063,18.131,-0.06,0.027,1.093,4.211,2.502,3.11
1064,18.142,-0.038,0.023,1.077,4.517,3.052,3.29
1065,18.153,-0.056,0.01,1.083,3.845,2.625,3.05
1066,18.164,-0.055,0.023,1.058,4.15,2.563,3.23
1067,18.175,-0.043,0.014,1.055,4.456,2.319,3.47
1068,18.186,-0.044,0.027,1.062,4.333,2.93,3.47
1069,18.197,-0.043,0.018,1.079,4.395,2.808,3.11
1070,18.208,-0.045,0.017,1.077,3.845,2.686,3.35
1071,18.219,-0.039,0.024,1.077,4.15,2.991,3.41
1072,18.23,-0.04,0.018,1.065,4.333,2.38,3.35
1073,18.241,-0.038,0.01,1.082,4.333,2.197,2.62
1074,18.252,-0.045,0.018,1.075,3.967,2.197,3.23
1075,18.263,-0.029,0.02,1.091,4.272,2.869,3.47
1076,18.274,-0.046,0.017,1.073,3.967,2.747,3.54
1077,18.285,-0.045,0.023,1.06,4.578,2.563,2.99
1078,18.296,-0.038,0.018,1.082,3.784,2.014,3.41
1079,18.307,-0.037,0.032,1.079,4.395,2.563,3.29
1080,18.318,-0.042,0.024,1.086,3.723,2.319,3.35
1081,18.329,-0.038,0.028,1.078,3.967,2.625,2.93
1082,18.34,-0.037,0.009,1.08,4.028,2.686,3.17
1083,18.351,-0.046,0.022,1.068,3.845,2.808,3.54
1084,18.362,-0.049,0.019,1.073,4.456,3.113,3.54
1085,18.373,-0.034,0.03,1.062,3.784,2.38,2.93
1086,18.384,-0.041,0.027,1.047,4.272,2.808,2.99
1087,18.395,-0.056,0.016,1.073,4.761,2.563,3.35
1088,18.406,-0.032,0.024,1.063,4.028,2.991,3.11
1089,18.417,-0.052,0.028,1.067,5.066,2.441,3.23
1090,18.428,-0.04,0.014,1.087,4.028,2.625,3.35
1091,18.439,-0.046,0.021,1.075,3.784,2.563,2.93
1092,18.45,-0.047,0.009,1.098,4.517,2.747,3.66
1093,18.461,-0.041,0.009,1.083,4.272,2.747,3.54
1094,18.472,-0.054,0.024,1.054,3.845,3.296,2.99
1095,18.483,-0.034,0.014,1.074,3.906,2.93,3.23
1096,18.494,-0.047,0.018,1.086,4.211,2.869,3.29
1097,18.505,-0.047,0.022,1.069,4.15,2.686,3.9
1098,18.516,-0.055,0.02,1.06,4.15,2.563,3.05
1099,18.527,-0.049,0.02,1.086,4.395,2.625,3.17
1100,18.538,-0.054,0.028,1.06,4.211,2.441,3.54
1101,18.549,-0.06,0.014,1.083,4.272,2.991,3.47
1102,18.56,-0.057,0.02,1.079,4.456,2.38,3.29
1103,18.571,-0.04,0.017,1.081,3.967,2.136,3.23
1104,18.582,-0.039,0.026,1.087,3.662,2.808,3.35
1105,18.593,-0.052,0.02,1.076,4.456,3.174,3.54
1106,18.604,-0.048,0.028,1.052,4.395,2.93,3.23
1107,18.615,-0.05,0.016,1.076,4.333,2.38,3.17
1108,18.626,-0.057,0.017,1.087,4.395,2.563,3.35
1109,18.637,-0.037,0.017,1.086,4.333,2.563,3.29
1110,18.648,-0.037,0.027,1.072,4.15,2.502,3.47
1111,18.659,-0.049,0.028,1.077,4.15,2.747,3.29
1112,18.67,-0.047,0.033,1.072,4.333,2.625,3.05
1113,18.681,-0.027,0.025,1.105,3.845,2.502,3.6
1114,18.692,-0.058,0.016,1.087,4.15,2.441,2.93
1115,18.703,-0.046,0.021,1.078,4.333,3.052,3.05
1116,18.714,-0.033,0.03,1.059,3.906,2.625,3.17
1117,18.725,-0.043,0.019,1.06,4.761,2.686,3.47
1118,18.736,-0.05,0.007,1.078,3.784,2.625,2.74
1119,18.747,-0.048,0.019,1.075,4.456,2.136,3.6
1120,18.758,-0.045,0.005,1.084,4.272,2.625,3.29
1121,18.769,-0.04,0.007,1.078,4.639,2.869,3.47
1122,18.78,-0.048,0.013,1.084,4.211,2.563,3.54
1123,18.791,-0.019,0.024,1.046,3.906,2.808,3.11
1124,18.802,-0.039,0.02,1.08,3.601,2.563,3.9
1125,18.813,-0.045,0.024,1.084,4.517,2.563,3.29
1126,18.824,-0.037,0.036,1.091,4.578,2.319,3.05
1127,18.835,-0.036,0.023,1.06,4.578,2.93,3.47
1128,18.846,-0.043,0.021,1.058,4.089,2.869,3.35
1129,18.857,-0.049,0.016,1.073,4.395,2.502,3.54
1130,18.868,-0.045,0.021,1.08,4.395,2.747,3.35
1131,18.879,-0.044,0.009,1.073,4.395,2.625,3.29
1132,18.89,-0.041,0.026,1.088,4.089,2.808,3.35
1133,18.901,-0.042,0.007,1.087,3.967,2.686,3.54
1134,18.912,-0.035,0.027,1.057,4.517,2.686,3.54
1135,18.923,-0.042,0.01,1.06,3.906,2.991,3.23
1136,18.934,-0.036,0.028,1.075,4.089,2.686,3.41
1137,18.945,-0.036,0.027,1.075,3.845,2.441,3.78
1138,18.956,-0.03,0.021,1.077,4.333,2.869,2.99
1139,18.967,-0.055,0.006,1.076,4.028,2.258,3.29
1140,18.978,-0.053,0.015,1.085,4.028,2.38,3.72
1141,18.989,-0.036,0.009,1.084,4.639,3.235,3.17
1142,19.0,-0.056,0.024,1.082,3.662,2.38,3.35
1143,19.011,-0.041,0.015,1.09,4.456,2.441,3.35
1144,19.022,-0.043,0.025,1.077,4.395,2.625,3.29
1145,19.033,-0.043,0.014,1.085,4.211,2.502,2.99
1146,19.044,-0.057,0.024,1.066,3.723,2.502,3.47
1147,19.055,-0.049,0.029,1.059,4.395,2.563,3.6
1148,19.066,-0.051,0.011,1.094,4.578,2.808,2.93
1149,19.077,-0.055,0.028,1.074,4.333,2.38,3.05
1150,19.088,-0.057,0.017,1.092,4.028,2.502,3.23
1151,19.099,-0.045,0.022,1.084,4.211,2.625,3.23
1152,19.11,-0.053,0.008,1.087,4.15,2.563,3.05
1153,19.121,-0.045,0.02,1.068,4.456,2.38,3.6
1154,19.132,-0.045,0.009,1.091,4.395,2.319,3.47
1155,19.143,-0.041,0.031,1.074,4.028,2.563,3.6
1156,19.154,-0.04,0.009,1.071,4.15,2.808,3.41
1157,19.165,-0.042,0.009,1.092,4.395,2.38,3.54
1158,19.176,-0.038,0.028,1.079,4.211,2.441,2.86
1159,19.187,-0.052,0.011,1.074,4.15,2.808,2.99
1160,19.198,-0.054,0.009,1.079,4.211,2.563,3.29
1161,19.209,-0.041,0.026,1.092,4.578,2.808,3.29
1162,19.22,-0.049,0.014,1.088,3.723,2.502,3.05
1163,19.231,-0.049,0.021,1.099,4.211,2.625,3.78
1164,19.242,-0.053,0.021,1.067,4.272,2.747,3.05
1165,19.253,-0.043,0.015,1.065,4.211,2.808,3.47
1166,19.264,-0.039,0.026,1.068,3.845,2.441,2.93
1167,19.275,-0.048,0.019,1.06,4.089,2.563,3.23
1168,19.286,-0.04,0.023,1.07,4.211,2.563,3.29
1169,19.297,-0.042,0.021,1.093,3.967,2.686,2.86
1170,19.308,-0.046,0.005,1.072,4.028,2.747,3.35
1171,19.319,-0.05,0.019,1.08,3.662,2.502,3.78
1172,19.33,-0.048,0.007,1.081,4.211,2.625,3.41
1173,19.341,-0.047,0.021,1.092,4.272,2.502,3.41
1174,19.352,-0.058,0.016,1.083,4.028,2.563,3.47
1175,19.363,-0.051,0.02,1.077,3.845,2.625,3.6
1176,19.374,-0.039,0.012,1.055,4.089,3.052,3.66
1177,19.385,-0.048,0.02,1.075,3.906,2.625,3.29
1178,19.396,-0.038,0.019,1.094,4.822,2.38,3.6
1179,19.407,-0.041,0.002,1.088,3.784,2.258,3.29
1180,19.418,-0.043,0.015,1.066,3.967,2.747,3.6
1181,19.429,-0.046,0.007,1.1,4.578,2.319,3.29
1182,19.44,-0.059,0.032,1.074,4.272,2.441,2.86
1183,19.451,-0.037,0.011,1.082,4.089,2.869,3.84
1184,19.462,-0.041,0.022,1.067,4.15,2.441,3.47
1185,19.473,-0.039,0.022,1.063,4.333,2.625,3.05
1186,19.484,-0.05,0.017,1.062,3.845,2.625,3.54
1187,19.495,-0.056,0.028,1.071,4.211,2.625,3.05
1188,19.506,-0.044,0.024,1.067,3.723,2.441,3.23
1189,19.517,-0.062,0.011,1.082,4.211,2.686,3.47
1190,19.528,-0.025,0.035,1.079,4.089,2.441,3.29
1191,19.539,-0.043,-0.0,1.092,4.028,2.38,3.66
1192,19.55,-0.047,0.015,1.095,3.845,2.686,3.29
1193,19.561,-0.05,0.023,1.073,4.456,2.563,3.29
1194,19.572,-0.049,0.022,1.075,4.272,2.625,3.41
1195,19.583,-0.042,0.018,1.081,3.662,2.563,3.6
1196,19.594,-0.037,0.023,1.078,3.845,2.625,3.17
1197,19.605,-0.044,0.022,1.064,4.15,2.686,3.41
1198,19.616,-0.05,0.015,1.073,4.028,2.625,3.41
1199,19.627,-0.05,0.017,1.069,4.333,2.502,2.8
1200,19.638,-0.04,0.013,1.073,4.028,2.563,2.86
1201,19.649,-0.048,0.022,1.074,3.906,2.625,2.8
1202,19.66,-0.04,0.01,1.085,3.906,2.319,3.05
1203,19.671,-0.052,0.011,1.083,4.028,2.38,3.35
1204,19.682,-0.042,0.016,1.087,3.906,2.319,3.72
1205,19.693,-0.05,0.017,1.057,4.272,2.563,3.66
1206,19.704,-0.034,0.021,1.057,3.723,2.563,3.35
1207,19.715,-0.051,0.022,1.071,3.906,2.441,3.35
1208,19.726,-0.042,0.018,1.08,4.395,2.441,2.99
1209,19.737,-0.044,0.019,1.083,4.211,2.38,3.11
